T14,Gross value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
450,Madagascar,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",38.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",32.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",30.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",27.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2021,"Agriculture, hunting, forestry and fishing (% of gross value added)",25.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,1995,Industry (% of gross value added),14.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2005,Industry (% of gross value added),18.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2010,Industry (% of gross value added),18.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2015,Industry (% of gross value added),19.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2019,Industry (% of gross value added),23.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2020,Industry (% of gross value added),20.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2021,Industry (% of gross value added),22.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,1995,Services (% of gross value added),47.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2005,Services (% of gross value added),49.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2010,Services (% of gross value added),50.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2015,Services (% of gross value added),53.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2019,Services (% of gross value added),52.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2020,Services (% of gross value added),52.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
450,Madagascar,2021,Services (% of gross value added),52.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",31.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",37.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",31.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2021,"Agriculture, hunting, forestry and fishing (% of gross value added)",28.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,1995,Industry (% of gross value added),21.9,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2005,Industry (% of gross value added),16.8,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2010,Industry (% of gross value added),16.4,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2015,Industry (% of gross value added),18.4,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2019,Industry (% of gross value added),19.7,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2020,Industry (% of gross value added),20.2,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,2021,Industry (% of gross value added),20.1,"Data classified according to ISIC Rev. 4.;Excludes publishing activities, recycling. Includes irrigation canals.;Includes mining and quarrying.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
454,Malawi,1995,Services (% of gross value added),46.1,Data classified according to ISIC Rev. 4.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
